order_item_id,order_id,product_id,quantity,unit_price,discount_rate
127,82,49,1,92.73,0.05
128,82,59,1,18.0,0.05
129,83,43,1,117.53,0.0
130,84,17,1,85.44,0.0
131,85,58,2,36.02,0.0
132,86,15,1,43.83,0.0
133,87,37,1,45.36,0.05
134,87,53,1,13.55,0.0
135,87,6,1,351.76,0.0
136,88,38,1,96.92,0.0
137,89,1,1,332.97,0.0
138,90,11,2,42.47,0.05
139,90,16,1,50.12,0.0
140,90,25,1,62.84,0.05
141,91,40,2,40.37,0.0
142,92,47,1,131.57,0.05
143,93,14,1,74.24,0.0
144,94,51,2,31.66,0.0
145,95,15,1,41.64,0.05
146,96,43,2,117.53,0.0
147,97,45,3,78.37,0.0
148,98,15,1,43.83,0.0
149,99,35,2,34.36,0.0
150,100,28,1,10.68,0.0
151,101,18,2,64.48,0.0
152,102,12,2,36.02,0.05
153,103,10,1,378.85,0.0
154,103,11,1,44.7,0.0
155,104,6,1,351.76,0.0
156,104,10,2,378.85,0.0
157,104,29,1,24.54,0.08
158,105,54,1,23.42,0.0
159,106,11,1,44.7,0.0
160,107,4,1,84.32,0.0
161,108,60,2,28.58,0.0
162,109,7,1,122.49,0.0
163,109,40,1,37.14,0.08
164,110,26,2,70.82,0.05
165,111,47,1,138.49,0.0
166,112,28,1,10.68,0.0
167,113,27,1,56.16,0.0
168,114,41,1,146.29,0.0
169,114,22,1,62.55,0.05
170,115,43,2,117.53,0.0
171,115,17,1,85.44,0.0
172,116,14,1,74.24,0.0
173,117,43,2,117.53,0.0
174,118,36,1,49.67,0.0
175,119,39,1,150.51,0.0
176,119,6,1,351.76,0.0
177,120,33,1,157.83,0.0
178,120,29,1,26.67,0.0
179,121,18,2,64.48,0.0
180,121,50,1,72.37,0.0
181,122,24,1,20.16,0.0
182,123,46,1,92.04,0.05
183,123,27,1,56.16,0.0
184,123,15,2,43.83,0.0
185,124,25,1,60.86,0.08
186,125,54,1,23.42,0.0
187,125,22,1,62.55,0.05
188,126,26,1,74.55,0.0
189,127,36,1,49.67,0.0
190,128,50,1,72.37,0.0
191,129,43,1,108.13,0.08
192,130,12,1,37.92,0.0
193,130,19,1,147.2,0.0
194,130,42,1,155.38,0.0
195,131,36,1,47.19,0.05
196,131,4,1,84.32,0.0
197,132,54,1,23.42,0.0
198,132,11,1,44.7,0.0
199,133,1,2,332.97,0.0
200,134,9,1,326.86,0.0
201,135,8,1,335.96,0.05
202,135,3,1,410.61,0.0
203,136,10,1,378.85,0.0
204,137,23,2,72.12,0.05
205,137,54,1,23.42,0.0
206,138,34,1,50.9,0.0
207,139,10,1,359.91,0.05
208,139,52,1,9.79,0.0
209,140,12,3,37.92,0.0
210,141,22,1,65.84,0.0
211,142,30,1,28.35,0.0
212,143,54,1,23.42,0.0
213,144,15,1,43.83,0.0
214,145,8,1,353.64,0.0
215,146,3,2,410.61,0.0
216,147,18,3,64.48,0.0
217,147,19,1,147.2,0.0
218,148,15,1,43.83,0.0
219,149,28,2,10.68,0.0
220,150,6,1,351.76,0.0
221,150,55,1,5.28,0.0
222,150,34,1,50.9,0.0
223,151,11,2,41.12,0.08
224,152,26,2,74.55,0.0
225,153,36,1,45.7,0.08
226,153,31,1,71.72,0.05
227,154,14,1,74.24,0.0
228,154,38,1,96.92,0.0
229,154,5,1,177.76,0.0
230,155,6,1,351.76,0.0
231,155,22,1,65.84,0.0
232,155,38,1,96.92,0.0
233,156,9,1,326.86,0.0
234,157,20,1,126.66,0.0
235,157,1,2,332.97,0.0
236,158,35,1,34.36,0.0
237,159,18,1,64.48,0.0
238,160,25,1,66.15,0.0
239,161,24,1,18.55,0.08
240,162,20,1,126.66,0.0
241,163,5,1,177.76,0.0
242,164,54,1,23.42,0.0
243,164,21,1,25.39,0.0
244,165,15,1,43.83,0.0
245,166,10,1,359.91,0.05
246,167,44,1,24.46,0.0
247,167,51,1,31.66,0.0
248,168,52,1,9.79,0.0
249,169,57,2,29.69,0.05
250,170,32,1,128.02,0.05
251,170,42,2,155.38,0.0
252,171,46,1,96.88,0.0
253,172,50,1,68.75,0.05
254,173,17,1,78.6,0.08
255,173,1,1,332.97,0.0
256,174,18,1,64.48,0.0
257,175,17,1,85.44,0.0
258,176,7,1,112.69,0.08
259,177,13,1,130.26,0.05
260,177,8,1,353.64,0.0
261,178,3,2,410.61,0.0
262,179,39,2,142.98,0.05
263,179,10,1,378.85,0.0
264,180,22,1,62.55,0.05
265,181,52,2,9.3,0.05
266,181,57,1,31.25,0.0
267,181,23,3,75.92,0.0
268,182,13,1,130.26,0.05
269,182,42,1,155.38,0.0
270,183,5,1,163.54,0.08
271,183,10,1,378.85,0.0
272,184,22,1,65.84,0.0
273,185,31,1,75.5,0.0
274,186,14,1,74.24,0.0
275,186,45,1,78.37,0.0
276,187,20,1,120.33,0.05
277,188,57,2,31.25,0.0
278,188,48,1,74.81,0.0
279,189,48,1,68.83,0.08
280,190,48,3,74.81,0.0
281,190,43,2,117.53,0.0
282,191,44,1,22.5,0.08
283,192,10,1,378.85,0.0
284,192,4,1,80.1,0.05
285,193,29,1,26.67,0.0
286,194,40,1,40.37,0.0
287,195,1,1,332.97,0.0
288,196,7,1,122.49,0.0
289,196,22,1,65.84,0.0
290,196,44,2,24.46,0.0
291,197,9,1,326.86,0.0
292,198,9,1,310.52,0.05
293,199,17,1,78.6,0.08
294,200,32,1,134.76,0.0
295,201,16,2,50.12,0.0
296,201,10,2,378.85,0.0
297,201,57,1,29.69,0.05
298,202,19,3,147.2,0.0
299,202,1,1,332.97,0.0
300,203,15,1,43.83,0.0
301,204,16,1,46.11,0.08
302,204,17,1,85.44,0.0
303,204,39,1,138.47,0.08
304,205,51,1,31.66,0.0
305,206,7,3,122.49,0.0
306,207,17,1,85.44,0.0
307,208,27,1,56.16,0.0
308,209,36,2,49.67,0.0
309,210,4,2,80.1,0.05
310,211,23,1,75.92,0.0
311,212,36,1,47.19,0.05
312,212,11,1,44.7,0.0
313,213,1,1,316.32,0.05
314,213,35,1,34.36,0.0
315,214,4,1,84.32,0.0
316,215,21,2,24.12,0.05
317,216,33,1,157.83,0.0
318,217,47,1,138.49,0.0
319,217,7,1,122.49,0.0
320,217,44,1,24.46,0.0
321,218,48,2,74.81,0.0
322,218,35,1,34.36,0.0
323,219,19,1,147.2,0.0
324,219,50,1,72.37,0.0
325,220,45,2,78.37,0.0
326,221,15,2,41.64,0.05
327,221,6,1,334.17,0.05
328,222,30,2,26.93,0.05
329,222,22,1,65.84,0.0
330,223,5,2,163.54,0.08
331,223,10,1,378.85,0.0
332,224,52,2,9.3,0.05
333,225,14,2,74.24,0.0
334,226,35,1,34.36,0.0
335,226,39,1,142.98,0.05
336,226,54,2,23.42,0.0
337,227,58,1,36.02,0.0
338,227,2,1,303.49,0.0
339,227,20,1,126.66,0.0
340,227,44,1,24.46,0.0
341,228,25,1,66.15,0.0
342,228,22,1,62.55,0.05
343,228,19,2,147.2,0.0
344,229,30,1,26.08,0.08
345,229,42,3,155.38,0.0
346,230,47,2,138.49,0.0
347,230,25,1,66.15,0.0
348,231,38,1,92.07,0.05
349,231,21,1,25.39,0.0
350,231,22,1,65.84,0.0
351,232,28,1,10.68,0.0
352,232,4,1,80.1,0.05
353,233,41,2,138.98,0.05
354,234,40,1,40.37,0.0
355,235,38,1,96.92,0.0
356,236,10,1,378.85,0.0
357,237,56,2,44.0,0.08
358,237,11,2,44.7,0.0
359,237,5,1,177.76,0.0
360,238,31,1,75.5,0.0
361,239,17,1,85.44,0.0
362,239,48,1,74.81,0.0
363,240,8,1,353.64,0.0
364,241,11,2,41.12,0.08
365,242,8,2,353.64,0.0
366,243,2,1,288.32,0.05
367,243,45,1,78.37,0.0
368,244,46,1,92.04,0.05
369,245,58,1,36.02,0.0
370,246,46,1,92.04,0.05
371,247,16,1,47.61,0.05
372,247,31,2,71.72,0.05
373,248,16,1,50.12,0.0
374,249,34,2,50.9,0.0
375,249,8,1,353.64,0.0
376,250,18,1,64.48,0.0
377,250,25,1,66.15,0.0
378,251,1,1,332.97,0.0
379,252,45,1,78.37,0.0
380,253,60,3,28.58,0.0
381,254,39,1,150.51,0.0
382,255,3,1,377.76,0.08
383,256,58,1,36.02,0.0
384,256,53,1,12.87,0.05
385,257,32,1,134.76,0.0
386,258,46,1,96.88,0.0
387,258,50,1,72.37,0.0
388,258,44,1,24.46,0.0
389,259,52,2,9.79,0.0
390,259,7,1,112.69,0.08
391,259,51,1,31.66,0.0
392,259,49,1,97.61,0.0
393,260,54,1,23.42,0.0
394,260,15,1,41.64,0.05
395,260,11,3,44.7,0.0
396,261,28,1,10.68,0.0
397,262,2,1,303.49,0.0
398,263,27,1,53.35,0.05
399,263,11,1,44.7,0.0
400,263,15,1,41.64,0.05
401,264,4,2,84.32,0.0
402,265,47,1,138.49,0.0
403,266,6,1,351.76,0.0
404,267,37,1,47.75,0.0
405,268,23,3,75.92,0.0
406,268,58,1,36.02,0.0
407,269,22,1,62.55,0.05
408,269,45,1,78.37,0.0
409,269,20,1,126.66,0.0
410,270,12,1,37.92,0.0
411,271,13,1,126.15,0.08
412,271,17,1,85.44,0.0
413,272,5,1,177.76,0.0
414,273,43,1,117.53,0.0
415,273,47,1,138.49,0.0
416,273,42,1,155.38,0.0
417,274,31,1,71.72,0.05
418,274,18,1,64.48,0.0
419,275,23,1,75.92,0.0
420,275,21,1,25.39,0.0
421,275,60,1,27.15,0.05
422,275,42,1,155.38,0.0
423,276,36,1,47.19,0.05
424,277,22,2,65.84,0.0
425,278,40,1,40.37,0.0
426,279,20,1,126.66,0.0
427,279,34,1,50.9,0.0
428,280,11,1,44.7,0.0
429,281,24,1,19.15,0.05
430,282,18,1,64.48,0.0
431,283,9,2,326.86,0.0
432,283,2,1,279.21,0.08
433,284,48,1,74.81,0.0
434,285,6,1,334.17,0.05
435,285,26,1,74.55,0.0
436,286,4,1,84.32,0.0
437,286,47,1,138.49,0.0
438,287,11,1,44.7,0.0
439,287,38,1,96.92,0.0
440,288,31,3,75.5,0.0
441,288,28,2,10.68,0.0
442,289,46,2,96.88,0.0
443,290,27,1,56.16,0.0
444,291,18,1,61.26,0.05
445,291,42,2,155.38,0.0
446,292,41,1,146.29,0.0
447,293,34,1,48.35,0.05
448,294,28,1,10.68,0.0
449,294,25,1,66.15,0.0
450,294,44,1,23.24,0.05
451,295,37,2,45.36,0.05
452,296,54,1,23.42,0.0
453,296,45,1,78.37,0.0
454,297,37,1,47.75,0.0
455,298,10,1,378.85,0.0
456,299,15,1,41.64,0.05
457,299,10,1,378.85,0.0
458,300,44,2,24.46,0.0
459,300,9,1,300.71,0.08
460,301,7,1,116.37,0.05
461,302,47,1,138.49,0.0
462,303,58,1,36.02,0.0
463,303,10,1,359.91,0.05
464,304,8,1,353.64,0.0
465,305,39,2,150.51,0.0
466,306,25,1,66.15,0.0
467,307,20,1,126.66,0.0
468,308,54,2,22.25,0.05
469,309,40,1,40.37,0.0
470,310,26,1,74.55,0.0
471,310,42,1,147.61,0.05
472,311,13,2,137.12,0.0
473,311,43,1,108.13,0.08
474,311,57,1,31.25,0.0
475,312,13,1,130.26,0.05
476,313,52,3,9.79,0.0
477,313,13,1,130.26,0.05
478,313,38,1,92.07,0.05
479,313,1,1,332.97,0.0
480,314,54,1,23.42,0.0
481,315,3,2,410.61,0.0
482,315,33,1,149.94,0.05
483,315,32,1,134.76,0.0
484,316,16,3,50.12,0.0
485,317,16,1,46.11,0.08
486,317,2,1,303.49,0.0
487,317,28,1,10.68,0.0
488,317,4,1,84.32,0.0
489,318,13,1,130.26,0.05
490,318,55,1,5.28,0.0
491,318,28,1,10.68,0.0
492,319,8,1,335.96,0.05
493,320,24,1,20.16,0.0
494,321,53,1,13.55,0.0
495,321,41,1,146.29,0.0
496,322,58,2,36.02,0.0
497,322,57,1,31.25,0.0
498,323,50,1,68.75,0.05
499,323,28,3,10.68,0.0
500,323,13,1,137.12,0.0
501,323,41,1,146.29,0.0
502,324,8,1,353.64,0.0
503,325,42,1,155.38,0.0
504,326,22,2,65.84,0.0
505,327,23,1,72.12,0.05
506,328,41,1,146.29,0.0
507,329,6,1,334.17,0.05
508,330,10,1,378.85,0.0
509,330,18,1,64.48,0.0
510,331,39,2,142.98,0.05
511,331,29,1,26.67,0.0
512,331,20,2,126.66,0.0
513,331,34,2,50.9,0.0
514,332,10,2,378.85,0.0
515,333,7,2,122.49,0.0
516,333,23,1,75.92,0.0
517,334,11,2,42.47,0.05
518,334,18,1,64.48,0.0
519,335,25,1,66.15,0.0
520,335,14,1,74.24,0.0
521,336,6,1,351.76,0.0
522,336,25,1,66.15,0.0
523,336,27,2,56.16,0.0
524,336,8,1,353.64,0.0
525,337,24,1,20.16,0.0
526,337,21,1,25.39,0.0
527,338,44,1,23.24,0.05
528,339,59,1,18.95,0.0
529,340,19,1,147.2,0.0
530,341,25,1,66.15,0.0
531,342,24,2,20.16,0.0
532,342,4,1,84.32,0.0
533,342,47,1,131.57,0.05
534,343,21,1,25.39,0.0
535,343,18,3,64.48,0.0
536,344,19,1,147.2,0.0
537,345,28,1,10.15,0.05
538,345,24,2,20.16,0.0
539,346,36,1,47.19,0.05
540,347,39,1,150.51,0.0
541,348,57,1,29.69,0.05
542,349,27,1,56.16,0.0
543,350,38,1,96.92,0.0
544,350,56,1,45.44,0.05
545,350,27,1,53.35,0.05
546,350,2,1,303.49,0.0
547,351,3,1,377.76,0.08
548,352,42,1,155.38,0.0
549,352,18,1,59.32,0.08
550,352,34,3,50.9,0.0
551,352,4,1,84.32,0.0
552,353,11,1,44.7,0.0
553,354,29,1,26.67,0.0
554,355,32,1,134.76,0.0
555,355,23,1,75.92,0.0
556,356,3,1,410.61,0.0
557,357,14,1,74.24,0.0
558,358,11,1,44.7,0.0
559,359,41,1,146.29,0.0
560,360,60,1,28.58,0.0
561,360,19,1,139.84,0.05
562,361,14,1,70.53,0.05
563,361,34,1,50.9,0.0
564,362,54,1,21.55,0.08
565,363,37,2,47.75,0.0
566,363,41,1,146.29,0.0
567,364,34,1,48.35,0.05
568,365,34,1,50.9,0.0
569,365,58,1,36.02,0.0
570,365,6,1,351.76,0.0
571,366,32,1,134.76,0.0
572,367,32,1,134.76,0.0
573,368,2,2,303.49,0.0
574,369,14,1,74.24,0.0
575,369,45,1,78.37,0.0
576,369,16,1,50.12,0.0
577,369,36,2,49.67,0.0
578,370,21,1,24.12,0.05
579,370,50,2,72.37,0.0
580,371,3,1,410.61,0.0
581,371,1,3,332.97,0.0
582,372,20,3,126.66,0.0
583,372,2,1,303.49,0.0
584,372,31,1,75.5,0.0
585,372,60,1,28.58,0.0
586,373,6,1,351.76,0.0
587,374,55,1,5.28,0.0
588,374,38,3,89.17,0.08
589,374,10,1,378.85,0.0
590,375,19,1,147.2,0.0
591,376,33,1,157.83,0.0
592,377,47,1,127.41,0.08
593,378,11,1,42.47,0.05
594,378,16,1,50.12,0.0
595,379,49,1,97.61,0.0
596,379,46,1,92.04,0.05
597,380,49,1,97.61,0.0
598,381,1,1,332.97,0.0
599,382,3,1,410.61,0.0
600,383,40,1,38.35,0.05
601,384,12,1,37.92,0.0
602,384,38,2,92.07,0.05
603,385,49,1,97.61,0.0
604,386,16,1,50.12,0.0
605,387,42,1,155.38,0.0
606,388,45,1,78.37,0.0
607,389,47,1,131.57,0.05
608,390,33,1,157.83,0.0
609,391,30,1,28.35,0.0
610,392,58,2,36.02,0.0
611,393,4,1,84.32,0.0
612,394,29,1,26.67,0.0
613,394,14,2,68.3,0.08
614,395,20,1,116.53,0.08
615,395,18,1,64.48,0.0
616,396,36,1,47.19,0.05
617,397,41,1,146.29,0.0
618,398,29,1,26.67,0.0
619,399,60,1,28.58,0.0
620,400,46,1,96.88,0.0
621,400,19,2,147.2,0.0
622,401,60,2,28.58,0.0
623,402,28,2,10.68,0.0
624,403,42,2,155.38,0.0
625,403,3,1,410.61,0.0
626,403,52,1,9.79,0.0
627,404,50,2,72.37,0.0
628,405,38,1,92.07,0.05
629,406,54,1,23.42,0.0
630,406,46,1,96.88,0.0
631,406,6,2,351.76,0.0
632,407,53,1,13.55,0.0
633,408,29,1,26.67,0.0
634,409,14,1,74.24,0.0
635,410,58,1,36.02,0.0
636,410,25,1,60.86,0.08
637,410,17,1,85.44,0.0
638,411,11,2,44.7,0.0
639,412,37,2,47.75,0.0
640,412,27,1,53.35,0.05
641,412,7,1,122.49,0.0
642,413,7,1,122.49,0.0
643,414,20,1,126.66,0.0
644,415,53,1,13.55,0.0
645,415,48,1,71.07,0.05
646,416,49,1,92.73,0.05
647,417,23,1,69.85,0.08
648,417,18,1,64.48,0.0
649,417,19,2,147.2,0.0
650,418,13,1,137.12,0.0
651,419,17,3,81.17,0.05
652,420,28,1,10.68,0.0
653,421,45,1,78.37,0.0
654,422,10,1,378.85,0.0
655,422,51,1,31.66,0.0
656,423,60,1,28.58,0.0
657,424,5,1,177.76,0.0
658,425,8,1,353.64,0.0
659,425,3,1,410.61,0.0
660,426,22,1,60.57,0.08
661,427,38,1,96.92,0.0
662,428,1,2,332.97,0.0
663,428,11,1,42.47,0.05
664,428,9,1,326.86,0.0
665,429,23,2,75.92,0.0
666,430,15,1,43.83,0.0
667,430,46,1,96.88,0.0
668,431,53,1,13.55,0.0
669,432,27,1,56.16,0.0
670,433,49,1,97.61,0.0
671,433,36,1,49.67,0.0
672,433,33,1,149.94,0.05
673,433,34,1,50.9,0.0
674,434,25,1,66.15,0.0
675,435,9,1,326.86,0.0
676,436,58,1,34.22,0.05
677,437,38,3,96.92,0.0
678,438,6,1,334.17,0.05
679,439,54,1,22.25,0.05
680,439,15,2,41.64,0.05
681,440,2,3,303.49,0.0
682,440,36,2,49.67,0.0
683,440,53,1,13.55,0.0
684,441,19,1,139.84,0.05
685,442,20,1,116.53,0.08
686,443,48,2,74.81,0.0
687,443,47,1,138.49,0.0
688,443,35,1,31.61,0.08
689,444,53,3,12.87,0.05
690,445,43,1,117.53,0.0
691,445,39,2,150.51,0.0
692,446,17,1,85.44,0.0
693,446,43,1,117.53,0.0
694,447,28,2,10.68,0.0
695,447,41,1,146.29,0.0
696,448,20,1,120.33,0.05
697,449,4,1,84.32,0.0
698,450,29,1,26.67,0.0
699,451,56,1,45.44,0.05
700,451,7,1,122.49,0.0
701,452,56,1,47.83,0.0
702,453,58,1,34.22,0.05
703,453,60,1,27.15,0.05
704,453,39,1,150.51,0.0
705,454,23,1,75.92,0.0
706,455,6,1,351.76,0.0
707,455,32,1,134.76,0.0
708,456,25,1,66.15,0.0
709,457,14,1,74.24,0.0
710,458,10,2,378.85,0.0
711,459,14,1,74.24,0.0
712,460,12,2,37.92,0.0
713,461,28,1,10.15,0.05
714,462,30,1,28.35,0.0
715,463,49,1,97.61,0.0
716,463,23,1,75.92,0.0
717,463,54,1,21.55,0.08
718,464,1,1,306.33,0.08
719,464,43,1,117.53,0.0
720,465,23,2,75.92,0.0
721,465,10,1,359.91,0.05
722,466,20,3,126.66,0.0
723,467,27,1,56.16,0.0
724,467,9,1,326.86,0.0
725,468,19,1,147.2,0.0
726,468,26,2,74.55,0.0
727,469,41,1,146.29,0.0
728,470,58,1,36.02,0.0
729,470,25,1,66.15,0.0
730,471,47,1,127.41,0.08
731,472,34,1,50.9,0.0
732,472,18,1,64.48,0.0
733,473,6,1,351.76,0.0
734,474,30,1,28.35,0.0
735,474,49,1,92.73,0.05
736,475,35,1,34.36,0.0
737,475,2,1,303.49,0.0
738,476,41,1,146.29,0.0
739,477,38,1,89.17,0.08
740,478,17,1,85.44,0.0
741,479,38,2,96.92,0.0
742,479,30,1,28.35,0.0
743,480,57,1,31.25,0.0
744,481,9,1,326.86,0.0
745,481,35,3,34.36,0.0
746,481,48,1,71.07,0.05
747,482,3,1,410.61,0.0
748,482,55,2,5.28,0.0
749,482,23,2,75.92,0.0
750,483,15,1,43.83,0.0
751,483,31,1,75.5,0.0
752,484,36,1,49.67,0.0
753,485,55,1,5.28,0.0
754,486,52,2,9.79,0.0
755,486,3,1,410.61,0.0
756,487,41,1,146.29,0.0
757,488,37,1,47.75,0.0
758,489,57,1,31.25,0.0
759,489,53,2,12.47,0.08
760,490,56,2,47.83,0.0
761,491,50,1,72.37,0.0
762,492,57,1,29.69,0.05
763,493,30,2,28.35,0.0
764,493,47,3,138.49,0.0
765,494,12,1,37.92,0.0
766,495,56,1,47.83,0.0
767,496,58,1,36.02,0.0
768,496,33,1,157.83,0.0
769,497,4,2,84.32,0.0
770,498,55,1,5.28,0.0
771,499,44,2,24.46,0.0
772,500,16,1,47.61,0.05
773,501,56,1,47.83,0.0
774,501,8,1,325.35,0.08
775,502,24,3,20.16,0.0
776,503,11,1,42.47,0.05
777,503,35,2,34.36,0.0
778,503,4,1,84.32,0.0
779,503,32,1,134.76,0.0
780,504,50,1,72.37,0.0
781,505,44,1,24.46,0.0
782,506,34,1,46.83,0.08
783,506,15,1,43.83,0.0
784,507,33,1,157.83,0.0
785,508,41,1,146.29,0.0
786,509,13,1,137.12,0.0
787,509,22,1,65.84,0.0
788,510,18,1,64.48,0.0
789,511,28,1,10.68,0.0
790,512,51,1,31.66,0.0
791,512,11,1,44.7,0.0
792,512,12,1,37.92,0.0
793,512,18,1,59.32,0.08
794,513,34,1,48.35,0.05
795,513,30,1,28.35,0.0
796,514,44,1,24.46,0.0
797,515,36,2,49.67,0.0
798,516,53,1,13.55,0.0
799,516,29,1,26.67,0.0
800,516,36,3,49.67,0.0
801,517,17,1,78.6,0.08
802,518,35,1,32.64,0.05
803,518,12,1,37.92,0.0
804,519,54,1,23.42,0.0
805,520,38,2,96.92,0.0
806,520,12,2,37.92,0.0
807,520,10,2,378.85,0.0
808,521,60,1,28.58,0.0
809,521,19,1,147.2,0.0
810,521,56,1,47.83,0.0
811,522,40,1,40.37,0.0
812,522,10,1,378.85,0.0
813,523,39,1,142.98,0.05
814,523,58,1,36.02,0.0
815,523,55,1,4.86,0.08
816,524,23,1,69.85,0.08
817,525,28,1,10.68,0.0
818,526,13,1,126.15,0.08
819,527,39,1,150.51,0.0
820,528,11,1,42.47,0.05
821,529,58,2,36.02,0.0
822,530,30,2,26.93,0.05
823,531,50,1,68.75,0.05
824,531,11,1,44.7,0.0
825,531,41,1,146.29,0.0
826,532,48,1,71.07,0.05
827,532,6,1,351.76,0.0
828,533,36,1,49.67,0.0
829,534,47,2,138.49,0.0
830,534,10,1,359.91,0.05
831,534,29,1,26.67,0.0
832,535,59,1,18.0,0.05
833,536,30,1,28.35,0.0
834,537,22,1,65.84,0.0
835,537,23,1,75.92,0.0
836,538,33,1,157.83,0.0
837,538,23,1,75.92,0.0
838,538,32,1,134.76,0.0
839,538,39,1,138.47,0.08
840,539,49,2,92.73,0.05
841,540,40,1,40.37,0.0
842,540,27,2,51.67,0.08
843,540,36,2,49.67,0.0
844,541,58,1,34.22,0.05
845,541,18,1,59.32,0.08
846,542,51,1,30.08,0.05
847,543,9,1,326.86,0.0
848,543,45,2,78.37,0.0
849,543,16,1,50.12,0.0
850,544,5,1,177.76,0.0
851,544,8,2,335.96,0.05
852,544,59,1,18.95,0.0
853,545,20,1,126.66,0.0
854,546,22,1,65.84,0.0
855,546,2,2,303.49,0.0
856,547,48,1,71.07,0.05
857,548,47,1,138.49,0.0
858,549,29,2,26.67,0.0
859,549,8,1,353.64,0.0
860,550,40,1,40.37,0.0
861,551,29,1,24.54,0.08
862,552,8,1,353.64,0.0
863,552,31,3,75.5,0.0
864,552,6,1,334.17,0.05
865,553,37,1,47.75,0.0
866,554,6,2,351.76,0.0
867,555,59,1,18.95,0.0
868,556,38,1,92.07,0.05
869,556,35,1,32.64,0.05
870,557,51,1,31.66,0.0
871,558,19,2,147.2,0.0
