order_id,customer_id,order_date,order_status,payment_method,campaign_id
151,390,2024-01-11,completed,credit_card,
152,832,2024-01-11,completed,credit_card,
153,788,2024-01-11,completed,credit_card,
154,84,2024-01-11,completed,credit_card,
155,463,2024-01-11,completed,bank_transfer,
156,683,2024-01-11,completed,digital_wallet,
157,906,2024-01-11,completed,credit_card,
158,7,2024-01-11,completed,bank_transfer,
159,249,2024-01-11,completed,bank_transfer,
160,1013,2024-01-11,completed,credit_card,
161,1476,2024-01-11,completed,credit_card,
162,79,2024-01-11,completed,credit_card,
163,106,2024-01-11,completed,digital_wallet,
164,185,2024-01-12,completed,credit_card,
165,594,2024-01-12,completed,digital_wallet,
166,162,2024-01-12,completed,digital_wallet,
167,139,2024-01-12,completed,credit_card,
168,719,2024-01-12,completed,digital_wallet,
169,1098,2024-01-12,completed,bank_transfer,
170,492,2024-01-12,completed,credit_card,
171,1455,2024-01-12,completed,credit_card,
172,1480,2024-01-12,completed,credit_card,
173,1251,2024-01-13,completed,digital_wallet,
174,139,2024-01-13,completed,credit_card,
175,202,2024-01-13,completed,bank_transfer,
176,595,2024-01-13,completed,credit_card,
177,1155,2024-01-13,completed,digital_wallet,
178,657,2024-01-13,completed,credit_card,
179,1274,2024-01-13,completed,digital_wallet,
180,448,2024-01-13,completed,bank_transfer,
181,624,2024-01-13,completed,credit_card,
182,967,2024-01-13,completed,digital_wallet,
183,1354,2024-01-13,completed,credit_card,
184,1176,2024-01-13,cancelled,credit_card,
185,776,2024-01-14,completed,credit_card,
186,1023,2024-01-14,completed,credit_card,
187,502,2024-01-14,cancelled,credit_card,
188,47,2024-01-14,completed,bank_transfer,
189,1217,2024-01-14,completed,digital_wallet,
190,988,2024-01-14,completed,credit_card,
191,1104,2024-01-14,completed,credit_card,
192,807,2024-01-14,completed,credit_card,
193,443,2024-01-14,completed,digital_wallet,
194,83,2024-01-14,completed,bank_transfer,
195,146,2024-01-14,completed,bank_transfer,
196,677,2024-01-14,completed,bank_transfer,
197,1374,2024-01-14,completed,credit_card,
198,1447,2024-01-14,completed,bank_transfer,
199,239,2024-01-14,completed,credit_card,
200,888,2024-01-14,completed,credit_card,
201,323,2024-01-14,completed,credit_card,
202,645,2024-01-14,completed,credit_card,
203,82,2024-01-15,completed,digital_wallet,
204,1458,2024-01-15,completed,digital_wallet,
205,1134,2024-01-15,completed,credit_card,
206,371,2024-01-15,completed,digital_wallet,
207,347,2024-01-15,completed,digital_wallet,
208,1277,2024-01-15,cancelled,digital_wallet,
209,918,2024-01-15,completed,credit_card,
210,1187,2024-01-15,completed,credit_card,
211,799,2024-01-15,completed,credit_card,
212,823,2024-01-15,completed,credit_card,
213,949,2024-01-15,completed,digital_wallet,
214,665,2024-01-15,completed,credit_card,
215,770,2024-01-15,completed,credit_card,
216,394,2024-01-15,completed,digital_wallet,
217,284,2024-01-16,completed,credit_card,
218,541,2024-01-16,completed,bank_transfer,
219,936,2024-01-16,completed,digital_wallet,
220,1356,2024-01-16,completed,credit_card,
221,128,2024-01-16,completed,digital_wallet,
222,159,2024-01-16,completed,credit_card,
223,815,2024-01-16,completed,bank_transfer,
224,1159,2024-01-16,completed,credit_card,
225,1155,2024-01-16,completed,bank_transfer,
226,976,2024-01-16,completed,credit_card,
227,761,2024-01-16,completed,bank_transfer,
228,102,2024-01-16,completed,digital_wallet,
229,1473,2024-01-16,completed,credit_card,
230,791,2024-01-17,completed,bank_transfer,
231,1347,2024-01-17,completed,credit_card,
232,1158,2024-01-17,completed,credit_card,
233,374,2024-01-17,completed,credit_card,
234,451,2024-01-17,completed,credit_card,
235,777,2024-01-17,completed,credit_card,
236,1188,2024-01-17,completed,credit_card,
237,919,2024-01-17,completed,credit_card,
238,407,2024-01-17,completed,digital_wallet,
239,856,2024-01-17,completed,digital_wallet,
240,47,2024-01-17,completed,credit_card,
241,660,2024-01-17,completed,credit_card,
242,265,2024-01-17,completed,credit_card,
243,177,2024-01-17,completed,credit_card,
244,1450,2024-01-17,completed,credit_card,
245,839,2024-01-17,completed,credit_card,
246,954,2024-01-17,completed,credit_card,
247,364,2024-01-17,completed,credit_card,
248,440,2024-01-17,completed,bank_transfer,
249,852,2024-01-18,completed,digital_wallet,
250,591,2024-01-18,completed,credit_card,
251,1202,2024-01-18,completed,digital_wallet,
252,820,2024-01-18,completed,digital_wallet,
253,910,2024-01-18,completed,credit_card,
254,1199,2024-01-18,completed,credit_card,
255,378,2024-01-18,completed,digital_wallet,
256,1242,2024-01-18,completed,credit_card,
257,95,2024-01-18,completed,credit_card,
258,1292,2024-01-18,completed,digital_wallet,
259,669,2024-01-18,completed,bank_transfer,
260,1235,2024-01-18,completed,bank_transfer,
261,700,2024-01-18,completed,credit_card,
262,583,2024-01-18,completed,credit_card,
263,423,2024-01-19,completed,credit_card,
264,232,2024-01-19,completed,digital_wallet,
265,260,2024-01-19,completed,credit_card,
266,50,2024-01-19,completed,digital_wallet,
267,265,2024-01-19,completed,credit_card,
268,1459,2024-01-19,completed,digital_wallet,
269,925,2024-01-19,completed,credit_card,
270,128,2024-01-19,completed,credit_card,
271,58,2024-01-19,completed,digital_wallet,
272,175,2024-01-19,completed,credit_card,
273,1033,2024-01-19,completed,credit_card,
274,976,2024-01-19,completed,bank_transfer,
275,1103,2024-01-19,completed,digital_wallet,
276,691,2024-01-19,completed,digital_wallet,
277,324,2024-01-19,completed,credit_card,
278,205,2024-01-20,completed,credit_card,
279,1387,2024-01-20,completed,credit_card,
280,48,2024-01-20,completed,credit_card,
281,850,2024-01-20,completed,credit_card,
282,765,2024-01-20,completed,digital_wallet,
283,1239,2024-01-20,completed,digital_wallet,
284,1004,2024-01-20,cancelled,digital_wallet,
285,471,2024-01-20,completed,bank_transfer,
286,536,2024-01-20,completed,credit_card,
287,925,2024-01-20,completed,credit_card,
288,891,2024-01-20,completed,credit_card,
289,1352,2024-01-20,completed,bank_transfer,
290,1393,2024-01-20,completed,bank_transfer,
291,508,2024-01-20,completed,digital_wallet,
292,1084,2024-01-20,completed,credit_card,
293,1478,2024-01-20,completed,digital_wallet,
294,347,2024-01-21,completed,credit_card,
295,1494,2024-01-21,completed,credit_card,
296,1359,2024-01-21,completed,digital_wallet,
297,632,2024-01-21,completed,credit_card,
298,1415,2024-01-21,completed,credit_card,
299,687,2024-01-21,completed,bank_transfer,
300,1322,2024-01-21,completed,bank_transfer,
301,591,2024-01-21,completed,digital_wallet,
302,303,2024-01-21,completed,credit_card,
303,161,2024-01-21,completed,credit_card,
304,4,2024-01-21,completed,bank_transfer,
305,180,2024-01-21,completed,credit_card,
306,1318,2024-01-21,completed,credit_card,
307,889,2024-01-21,completed,bank_transfer,
308,663,2024-01-21,completed,digital_wallet,
309,1279,2024-01-21,completed,digital_wallet,
310,339,2024-01-22,completed,digital_wallet,
311,498,2024-01-22,completed,digital_wallet,
312,1073,2024-01-22,completed,digital_wallet,
313,148,2024-01-22,completed,digital_wallet,
314,698,2024-01-22,completed,credit_card,
315,800,2024-01-22,completed,credit_card,
316,1317,2024-01-22,completed,digital_wallet,
317,536,2024-01-22,completed,credit_card,
318,67,2024-01-22,completed,digital_wallet,
319,442,2024-01-22,completed,digital_wallet,
320,1296,2024-01-22,completed,bank_transfer,
321,1397,2024-01-23,completed,credit_card,
322,1036,2024-01-23,completed,credit_card,
323,516,2024-01-23,completed,credit_card,
324,719,2024-01-23,completed,credit_card,
325,914,2024-01-23,completed,credit_card,
326,1299,2024-01-23,completed,bank_transfer,
327,25,2024-01-23,completed,credit_card,
328,401,2024-01-23,completed,digital_wallet,
329,940,2024-01-23,completed,digital_wallet,
330,1322,2024-01-23,completed,credit_card,
331,1408,2024-01-23,completed,digital_wallet,
332,1375,2024-01-23,completed,digital_wallet,
333,368,2024-01-23,completed,credit_card,
334,482,2024-01-23,completed,digital_wallet,
335,884,2024-01-23,completed,bank_transfer,
336,677,2024-01-23,completed,digital_wallet,
337,575,2024-01-23,completed,digital_wallet,
338,1259,2024-01-23,completed,credit_card,
339,819,2024-01-23,completed,digital_wallet,
340,815,2024-01-23,completed,credit_card,
341,1440,2024-01-23,completed,digital_wallet,
342,143,2024-01-23,completed,digital_wallet,
343,1209,2024-01-24,completed,credit_card,
344,965,2024-01-24,completed,credit_card,
345,102,2024-01-24,completed,credit_card,
346,577,2024-01-24,completed,digital_wallet,
347,1465,2024-01-24,completed,credit_card,
348,286,2024-01-24,completed,digital_wallet,
349,1141,2024-01-24,completed,credit_card,
350,252,2024-01-24,completed,credit_card,
351,182,2024-01-24,cancelled,credit_card,
352,387,2024-01-24,completed,digital_wallet,
353,495,2024-01-24,completed,credit_card,
354,210,2024-01-24,completed,credit_card,
355,1046,2024-01-24,completed,digital_wallet,
356,66,2024-01-24,completed,digital_wallet,
357,141,2024-01-24,completed,bank_transfer,
358,1203,2024-01-24,completed,credit_card,
359,1297,2024-01-25,cancelled,credit_card,
360,903,2024-01-25,completed,digital_wallet,
361,108,2024-01-25,completed,credit_card,
362,1125,2024-01-25,completed,credit_card,
363,1052,2024-01-25,completed,digital_wallet,
364,363,2024-01-25,completed,credit_card,
365,1277,2024-01-25,completed,digital_wallet,
366,1086,2024-01-25,completed,credit_card,
367,1398,2024-01-25,completed,credit_card,
368,848,2024-01-25,completed,bank_transfer,
369,1136,2024-01-25,completed,bank_transfer,
370,1180,2024-01-25,completed,digital_wallet,
371,285,2024-01-25,completed,credit_card,
372,793,2024-01-25,completed,credit_card,
373,1476,2024-01-25,completed,credit_card,
374,1350,2024-01-25,completed,digital_wallet,
375,625,2024-01-25,completed,bank_transfer,
376,766,2024-01-25,completed,digital_wallet,
377,1302,2024-01-25,completed,credit_card,
378,19,2024-01-25,completed,digital_wallet,
379,679,2024-01-25,completed,bank_transfer,
380,1491,2024-01-26,completed,credit_card,
381,53,2024-01-26,completed,credit_card,
382,396,2024-01-26,completed,credit_card,
383,238,2024-01-26,completed,bank_transfer,
384,507,2024-01-26,completed,credit_card,
385,327,2024-01-26,refunded,credit_card,
386,437,2024-01-26,completed,credit_card,
387,733,2024-01-26,completed,credit_card,
388,350,2024-01-26,completed,digital_wallet,
389,315,2024-01-26,completed,bank_transfer,
390,838,2024-01-26,cancelled,credit_card,
391,988,2024-01-27,completed,credit_card,
392,296,2024-01-27,completed,credit_card,
393,670,2024-01-27,completed,digital_wallet,
394,389,2024-01-27,completed,credit_card,
395,923,2024-01-27,completed,digital_wallet,
396,197,2024-01-27,completed,credit_card,
397,1413,2024-01-27,completed,digital_wallet,
398,989,2024-01-27,completed,credit_card,
399,1059,2024-01-27,completed,credit_card,
400,158,2024-01-27,completed,credit_card,
401,156,2024-01-27,completed,digital_wallet,
402,435,2024-01-27,completed,digital_wallet,
403,1004,2024-01-27,completed,credit_card,
404,807,2024-01-27,completed,bank_transfer,
405,1349,2024-01-27,completed,digital_wallet,
406,360,2024-01-28,completed,credit_card,
407,806,2024-01-28,refunded,digital_wallet,
408,970,2024-01-28,completed,bank_transfer,
409,1218,2024-01-28,completed,credit_card,
410,1181,2024-01-28,completed,credit_card,
411,250,2024-01-28,completed,credit_card,
412,1453,2024-01-28,completed,credit_card,
413,1091,2024-01-28,completed,credit_card,
414,806,2024-01-28,cancelled,digital_wallet,
415,26,2024-01-28,completed,credit_card,
416,415,2024-01-28,completed,bank_transfer,
417,448,2024-01-28,completed,credit_card,
418,823,2024-01-28,completed,credit_card,
419,343,2024-01-28,completed,bank_transfer,
420,1108,2024-01-28,completed,credit_card,
421,31,2024-01-28,completed,digital_wallet,
422,1440,2024-01-28,completed,digital_wallet,
423,192,2024-01-28,completed,digital_wallet,
424,425,2024-01-29,completed,credit_card,
425,634,2024-01-29,completed,digital_wallet,
426,1375,2024-01-29,completed,credit_card,
427,426,2024-01-29,completed,digital_wallet,
428,808,2024-01-29,completed,bank_transfer,
429,566,2024-01-29,completed,credit_card,
430,581,2024-01-29,completed,digital_wallet,
431,281,2024-01-29,refunded,digital_wallet,
432,1421,2024-01-29,completed,digital_wallet,
433,551,2024-01-29,completed,digital_wallet,
434,666,2024-01-29,completed,credit_card,
435,188,2024-01-29,completed,digital_wallet,
436,346,2024-01-29,completed,credit_card,
437,161,2024-01-29,completed,bank_transfer,
438,194,2024-01-29,completed,credit_card,
439,853,2024-01-29,completed,credit_card,
440,1007,2024-01-30,completed,credit_card,
441,1389,2024-01-30,completed,credit_card,
442,1472,2024-01-30,completed,digital_wallet,
443,1110,2024-01-30,completed,credit_card,
444,927,2024-01-30,refunded,credit_card,
445,210,2024-01-30,completed,bank_transfer,
446,98,2024-01-30,completed,digital_wallet,
447,252,2024-01-30,completed,credit_card,
448,1422,2024-01-30,completed,bank_transfer,
449,81,2024-01-30,completed,digital_wallet,
450,491,2024-01-30,completed,digital_wallet,
451,656,2024-01-31,completed,bank_transfer,
452,827,2024-01-31,completed,bank_transfer,
453,79,2024-01-31,completed,bank_transfer,
454,793,2024-01-31,completed,credit_card,
455,590,2024-01-31,completed,credit_card,
456,371,2024-01-31,completed,credit_card,
457,12,2024-01-31,completed,credit_card,
458,653,2024-01-31,completed,digital_wallet,
459,848,2024-01-31,completed,credit_card,
460,599,2024-01-31,completed,credit_card,
461,830,2024-01-31,completed,credit_card,
462,1108,2024-01-31,completed,digital_wallet,
463,855,2024-01-31,completed,credit_card,
464,1218,2024-01-31,completed,credit_card,
465,371,2024-01-31,completed,bank_transfer,
466,139,2024-01-31,completed,credit_card,
467,1376,2024-01-31,completed,credit_card,
468,1270,2024-02-01,completed,credit_card,
469,441,2024-02-01,completed,credit_card,
470,1418,2024-02-01,completed,digital_wallet,
471,855,2024-02-01,completed,digital_wallet,
472,1482,2024-02-01,completed,credit_card,
473,1387,2024-02-01,completed,credit_card,
474,1315,2024-02-01,completed,credit_card,
475,472,2024-02-01,completed,digital_wallet,
476,296,2024-02-01,completed,credit_card,
477,1499,2024-02-01,completed,credit_card,
478,392,2024-02-01,cancelled,credit_card,
479,985,2024-02-01,completed,credit_card,
480,540,2024-02-01,completed,digital_wallet,
481,1054,2024-02-01,cancelled,digital_wallet,
482,936,2024-02-01,completed,bank_transfer,
483,428,2024-02-01,completed,credit_card,
484,278,2024-02-01,completed,credit_card,
485,108,2024-02-01,completed,digital_wallet,
486,1032,2024-02-01,completed,digital_wallet,
487,629,2024-02-01,cancelled,credit_card,
488,158,2024-02-02,completed,credit_card,
489,1072,2024-02-02,completed,bank_transfer,
490,22,2024-02-02,cancelled,digital_wallet,
491,716,2024-02-02,completed,bank_transfer,
492,1286,2024-02-02,completed,credit_card,
493,1426,2024-02-02,completed,digital_wallet,
494,418,2024-02-02,completed,credit_card,
495,446,2024-02-02,completed,credit_card,
496,497,2024-02-02,completed,credit_card,
497,685,2024-02-02,completed,credit_card,
498,2,2024-02-02,completed,digital_wallet,
499,351,2024-02-02,completed,digital_wallet,
500,1467,2024-02-02,completed,digital_wallet,
501,147,2024-02-02,completed,credit_card,
502,970,2024-02-02,completed,credit_card,
503,1129,2024-02-02,completed,bank_transfer,
504,14,2024-02-02,completed,bank_transfer,
505,525,2024-02-02,completed,credit_card,
506,679,2024-02-02,completed,credit_card,
507,1197,2024-02-03,completed,digital_wallet,
508,501,2024-02-03,cancelled,credit_card,
509,1393,2024-02-03,completed,digital_wallet,
510,975,2024-02-03,completed,credit_card,
511,1385,2024-02-03,completed,digital_wallet,
512,384,2024-02-03,completed,digital_wallet,
513,1350,2024-02-03,completed,bank_transfer,
514,304,2024-02-03,completed,credit_card,
515,803,2024-02-03,completed,credit_card,
516,599,2024-02-03,completed,credit_card,
517,1054,2024-02-03,completed,credit_card,
518,890,2024-02-03,completed,bank_transfer,
519,1187,2024-02-03,completed,digital_wallet,
520,1218,2024-02-03,completed,credit_card,
521,860,2024-02-03,completed,credit_card,
522,1003,2024-02-03,completed,digital_wallet,
523,757,2024-02-03,completed,digital_wallet,
524,551,2024-02-03,completed,credit_card,
525,1186,2024-02-03,completed,digital_wallet,
526,483,2024-02-03,completed,bank_transfer,
527,164,2024-02-03,completed,digital_wallet,
528,689,2024-02-03,completed,digital_wallet,
529,1250,2024-02-03,completed,digital_wallet,
530,180,2024-02-03,completed,credit_card,
531,1456,2024-02-04,completed,credit_card,
532,55,2024-02-04,completed,credit_card,
533,502,2024-02-04,completed,digital_wallet,
534,1008,2024-02-04,completed,bank_transfer,
535,1053,2024-02-04,completed,credit_card,
536,1352,2024-02-04,completed,credit_card,
537,383,2024-02-04,completed,digital_wallet,
538,954,2024-02-04,completed,credit_card,
539,1328,2024-02-04,completed,credit_card,
540,1194,2024-02-04,completed,digital_wallet,
541,87,2024-02-04,completed,digital_wallet,
542,141,2024-02-04,completed,credit_card,
543,976,2024-02-04,completed,digital_wallet,
544,1177,2024-02-04,completed,digital_wallet,
545,831,2024-02-05,completed,digital_wallet,
546,988,2024-02-05,completed,credit_card,
547,90,2024-02-05,completed,credit_card,
548,421,2024-02-05,completed,bank_transfer,
549,810,2024-02-05,completed,bank_transfer,
550,1398,2024-02-05,completed,credit_card,
551,902,2024-02-05,cancelled,digital_wallet,
552,361,2024-02-05,completed,digital_wallet,
553,56,2024-02-05,completed,digital_wallet,
554,1232,2024-02-05,completed,digital_wallet,
555,217,2024-02-05,completed,credit_card,
556,386,2024-02-05,completed,digital_wallet,
557,1204,2024-02-05,completed,digital_wallet,
558,219,2024-02-05,completed,credit_card,
559,1242,2024-02-05,completed,digital_wallet,
560,1042,2024-02-05,completed,credit_card,
561,355,2024-02-05,completed,digital_wallet,
562,657,2024-02-05,completed,digital_wallet,
563,540,2024-02-05,completed,credit_card,
564,1482,2024-02-05,completed,digital_wallet,
565,1308,2024-02-05,completed,digital_wallet,
566,1090,2024-02-06,completed,credit_card,
567,974,2024-02-06,completed,credit_card,
568,391,2024-02-06,completed,credit_card,
569,20,2024-02-06,completed,bank_transfer,
570,968,2024-02-06,completed,credit_card,
571,553,2024-02-06,completed,digital_wallet,
572,192,2024-02-06,completed,credit_card,
573,1008,2024-02-06,completed,credit_card,
574,53,2024-02-06,completed,credit_card,
575,874,2024-02-06,completed,credit_card,
576,193,2024-02-06,completed,credit_card,
577,1491,2024-02-06,completed,credit_card,
578,60,2024-02-06,completed,credit_card,
579,113,2024-02-06,completed,credit_card,
580,412,2024-02-07,completed,digital_wallet,
581,311,2024-02-07,completed,credit_card,
582,1244,2024-02-07,completed,credit_card,
583,164,2024-02-07,refunded,digital_wallet,
584,1197,2024-02-07,completed,digital_wallet,
585,23,2024-02-07,completed,credit_card,
586,357,2024-02-07,completed,digital_wallet,
587,495,2024-02-07,completed,credit_card,
588,204,2024-02-07,completed,credit_card,
589,888,2024-02-07,completed,digital_wallet,
590,1424,2024-02-07,completed,bank_transfer,
591,859,2024-02-07,completed,credit_card,
592,853,2024-02-07,completed,digital_wallet,
593,1100,2024-02-08,completed,credit_card,
594,897,2024-02-08,completed,credit_card,
595,427,2024-02-08,completed,credit_card,
596,25,2024-02-08,completed,digital_wallet,
597,122,2024-02-08,completed,credit_card,
598,1060,2024-02-08,completed,credit_card,
599,505,2024-02-08,completed,credit_card,
600,1422,2024-02-08,completed,credit_card,
601,713,2024-02-08,completed,credit_card,
602,616,2024-02-08,cancelled,credit_card,
603,1294,2024-02-09,completed,bank_transfer,
604,27,2024-02-09,completed,digital_wallet,
605,346,2024-02-09,completed,credit_card,
606,443,2024-02-09,completed,credit_card,
607,1082,2024-02-09,completed,credit_card,
608,1076,2024-02-09,completed,credit_card,
609,1091,2024-02-09,completed,credit_card,
610,1311,2024-02-09,completed,digital_wallet,
611,95,2024-02-09,cancelled,digital_wallet,
612,449,2024-02-09,completed,digital_wallet,
613,946,2024-02-09,completed,bank_transfer,
614,119,2024-02-09,completed,digital_wallet,
615,1062,2024-02-09,completed,credit_card,
616,548,2024-02-09,completed,credit_card,
617,551,2024-02-09,completed,bank_transfer,
618,1393,2024-02-09,completed,digital_wallet,
619,1072,2024-02-09,completed,credit_card,
620,1014,2024-02-09,completed,digital_wallet,
621,1325,2024-02-09,completed,credit_card,
622,37,2024-02-09,completed,digital_wallet,
623,566,2024-02-09,completed,credit_card,
624,472,2024-02-09,completed,credit_card,
625,213,2024-02-09,completed,digital_wallet,
626,852,2024-02-09,completed,credit_card,
627,1126,2024-02-10,completed,credit_card,
628,474,2024-02-10,completed,credit_card,
629,1406,2024-02-10,completed,credit_card,
630,919,2024-02-10,completed,bank_transfer,
631,715,2024-02-10,completed,credit_card,
632,989,2024-02-10,completed,credit_card,
633,1119,2024-02-10,completed,credit_card,
634,671,2024-02-10,completed,credit_card,
635,24,2024-02-10,completed,bank_transfer,
636,1177,2024-02-10,completed,bank_transfer,
637,1149,2024-02-10,completed,credit_card,
638,174,2024-02-10,completed,digital_wallet,
639,345,2024-02-10,completed,digital_wallet,
640,363,2024-02-10,refunded,credit_card,
641,454,2024-02-10,completed,digital_wallet,
642,1309,2024-02-10,completed,credit_card,
643,1405,2024-02-11,completed,digital_wallet,
644,608,2024-02-11,completed,digital_wallet,
645,1266,2024-02-11,completed,credit_card,
646,855,2024-02-11,completed,credit_card,
647,1121,2024-02-11,completed,credit_card,
648,796,2024-02-11,completed,digital_wallet,
649,1270,2024-02-11,completed,credit_card,
650,7,2024-02-11,completed,credit_card,
651,1109,2024-02-11,completed,digital_wallet,
652,419,2024-02-11,completed,digital_wallet,
653,834,2024-02-11,completed,credit_card,
654,1499,2024-02-11,completed,credit_card,
655,1467,2024-02-11,completed,digital_wallet,
