order_item_id,order_id,product_id,quantity,unit_price,discount_rate,line_revenue
160,107,4,1,84.32,0.0,84.32
161,108,60,2,28.58,0.0,57.16
162,109,7,1,122.49,0.0,122.49
163,109,40,1,37.14,0.08,37.14
164,110,26,2,70.82,0.05,141.64
165,111,47,1,138.49,0.0,138.49
166,112,28,1,10.68,0.0,10.68
167,113,27,1,56.16,0.0,56.16
168,114,41,1,146.29,0.0,146.29
169,114,22,1,62.55,0.05,62.55
170,115,43,2,117.53,0.0,235.06
171,115,17,1,85.44,0.0,85.44
172,116,14,1,74.24,0.0,74.24
173,117,43,2,117.53,0.0,235.06
174,118,36,1,49.67,0.0,49.67
175,119,39,1,150.51,0.0,150.51
176,119,6,1,351.76,0.0,351.76
177,120,33,1,157.83,0.0,157.83
178,120,29,1,26.67,0.0,26.67
179,121,18,2,64.48,0.0,128.96
180,121,50,1,72.37,0.0,72.37
181,122,24,1,20.16,0.0,20.16
182,123,46,1,92.04,0.05,92.04
183,123,27,1,56.16,0.0,56.16
184,123,15,2,43.83,0.0,87.66
185,124,25,1,60.86,0.08,60.86
186,125,54,1,23.42,0.0,23.42
187,125,22,1,62.55,0.05,62.55
188,126,26,1,74.55,0.0,74.55
189,127,36,1,49.67,0.0,49.67
190,128,50,1,72.37,0.0,72.37
191,129,43,1,108.13,0.08,108.13
192,130,12,1,37.92,0.0,37.92
193,130,19,1,147.2,0.0,147.2
194,130,42,1,155.38,0.0,155.38
195,131,36,1,47.19,0.05,47.19
196,131,4,1,84.32,0.0,84.32
197,132,54,1,23.42,0.0,23.42
198,132,11,1,44.7,0.0,44.7
199,133,1,2,332.97,0.0,665.94
200,134,9,1,326.86,0.0,326.86
201,135,8,1,335.96,0.05,335.96
202,135,3,1,410.61,0.0,410.61
203,136,10,1,378.85,0.0,378.85
204,137,23,2,72.12,0.05,144.24
205,137,54,1,23.42,0.0,23.42
206,138,34,1,50.9,0.0,50.9
207,139,10,1,359.91,0.05,359.91
208,139,52,1,9.79,0.0,9.79
209,140,12,3,37.92,0.0,113.76
210,141,22,1,65.84,0.0,65.84
211,142,30,1,28.35,0.0,28.35
212,143,54,1,23.42,0.0,23.42
213,144,15,1,43.83,0.0,43.83
214,145,8,1,353.64,0.0,353.64
215,146,3,2,410.61,0.0,821.22
216,147,18,3,64.48,0.0,193.44
217,147,19,1,147.2,0.0,147.2
218,148,15,1,43.83,0.0,43.83
219,149,28,2,10.68,0.0,21.36
220,150,6,1,351.76,0.0,351.76
221,150,55,1,5.28,0.0,5.28
222,150,34,1,50.9,0.0,50.9
223,151,11,2,41.12,0.08,82.24
224,152,26,2,74.55,0.0,149.1
225,153,36,1,45.7,0.08,45.7
226,153,31,1,71.72,0.05,71.72
227,154,14,1,74.24,0.0,74.24
228,154,38,1,96.92,0.0,96.92
229,154,5,1,177.76,0.0,177.76
230,155,6,1,351.76,0.0,351.76
231,155,22,1,65.84,0.0,65.84
232,155,38,1,96.92,0.0,96.92
233,156,9,1,326.86,0.0,326.86
234,157,20,1,126.66,0.0,126.66
235,157,1,2,332.97,0.0,665.94
236,158,35,1,34.36,0.0,34.36
237,159,18,1,64.48,0.0,64.48
238,160,25,1,66.15,0.0,66.15
239,161,24,1,18.55,0.08,18.55
240,162,20,1,126.66,0.0,126.66
241,163,5,1,177.76,0.0,177.76
242,164,54,1,23.42,0.0,23.42
243,164,21,1,25.39,0.0,25.39
244,165,15,1,43.83,0.0,43.83
245,166,10,1,359.91,0.05,359.91
246,167,44,1,24.46,0.0,24.46
247,167,51,1,31.66,0.0,31.66
248,168,52,1,9.79,0.0,9.79
249,169,57,2,29.69,0.05,59.38
250,170,32,1,128.02,0.05,128.02
251,170,42,2,155.38,0.0,310.76
252,171,46,1,96.88,0.0,96.88
253,172,50,1,68.75,0.05,68.75
254,173,17,1,78.6,0.08,78.6
255,173,1,1,332.97,0.0,332.97
256,174,18,1,64.48,0.0,64.48
257,175,17,1,85.44,0.0,85.44
258,176,7,1,112.69,0.08,112.69
259,177,13,1,130.26,0.05,130.26
260,177,8,1,353.64,0.0,353.64
261,178,3,2,410.61,0.0,821.22
262,179,39,2,142.98,0.05,285.96
263,179,10,1,378.85,0.0,378.85
264,180,22,1,62.55,0.05,62.55
265,181,52,2,9.3,0.05,18.6
266,181,57,1,31.25,0.0,31.25
267,181,23,3,75.92,0.0,227.76
268,182,13,1,130.26,0.05,130.26
269,182,42,1,155.38,0.0,155.38
270,183,5,1,163.54,0.08,163.54
271,183,10,1,378.85,0.0,378.85
272,184,22,1,65.84,0.0,65.84
273,185,31,1,75.5,0.0,75.5
274,186,14,1,74.24,0.0,74.24
275,186,45,1,78.37,0.0,78.37
276,187,20,1,120.33,0.05,120.33
277,188,57,2,31.25,0.0,62.5
278,188,48,1,74.81,0.0,74.81
279,189,48,1,68.83,0.08,68.83
280,190,48,3,74.81,0.0,224.43
281,190,43,2,117.53,0.0,235.06
282,191,44,1,22.5,0.08,22.5
283,192,10,1,378.85,0.0,378.85
284,192,4,1,80.1,0.05,80.1
285,193,29,1,26.67,0.0,26.67
286,194,40,1,40.37,0.0,40.37
287,195,1,1,332.97,0.0,332.97
288,196,7,1,122.49,0.0,122.49
289,196,22,1,65.84,0.0,65.84
290,196,44,2,24.46,0.0,48.92
291,197,9,1,326.86,0.0,326.86
292,198,9,1,310.52,0.05,310.52
293,199,17,1,78.6,0.08,78.6
294,200,32,1,134.76,0.0,134.76
295,201,16,2,50.12,0.0,100.24
296,201,10,2,378.85,0.0,757.7
297,201,57,1,29.69,0.05,29.69
298,202,19,3,147.2,0.0,441.6
299,202,1,1,332.97,0.0,332.97
300,203,15,1,43.83,0.0,43.83
301,204,16,1,46.11,0.08,46.11
302,204,17,1,85.44,0.0,85.44
303,204,39,1,138.47,0.08,138.47
304,205,51,1,31.66,0.0,31.66
305,206,7,3,122.49,0.0,367.47
306,207,17,1,85.44,0.0,85.44
307,208,27,1,56.16,0.0,56.16
308,209,36,2,49.67,0.0,99.34
309,210,4,2,80.1,0.05,160.2
310,211,23,1,75.92,0.0,75.92
311,212,36,1,47.19,0.05,47.19
312,212,11,1,44.7,0.0,44.7
313,213,1,1,316.32,0.05,316.32
314,213,35,1,34.36,0.0,34.36
315,214,4,1,84.32,0.0,84.32
316,215,21,2,24.12,0.05,48.24
317,216,33,1,157.83,0.0,157.83
318,217,47,1,138.49,0.0,138.49
319,217,7,1,122.49,0.0,122.49
320,217,44,1,24.46,0.0,24.46
321,218,48,2,74.81,0.0,149.62
322,218,35,1,34.36,0.0,34.36
323,219,19,1,147.2,0.0,147.2
324,219,50,1,72.37,0.0,72.37
325,220,45,2,78.37,0.0,156.74
326,221,15,2,41.64,0.05,83.28
327,221,6,1,334.17,0.05,334.17
328,222,30,2,26.93,0.05,53.86
329,222,22,1,65.84,0.0,65.84
330,223,5,2,163.54,0.08,327.08
331,223,10,1,378.85,0.0,378.85
332,224,52,2,9.3,0.05,18.6
333,225,14,2,74.24,0.0,148.48
334,226,35,1,34.36,0.0,34.36
335,226,39,1,142.98,0.05,142.98
336,226,54,2,23.42,0.0,46.84
337,227,58,1,36.02,0.0,36.02
338,227,2,1,303.49,0.0,303.49
339,227,20,1,126.66,0.0,126.66
340,227,44,1,24.46,0.0,24.46
341,228,25,1,66.15,0.0,66.15
342,228,22,1,62.55,0.05,62.55
343,228,19,2,147.2,0.0,294.4
344,229,30,1,26.08,0.08,26.08
345,229,42,3,155.38,0.0,466.14
346,230,47,2,138.49,0.0,276.98
347,230,25,1,66.15,0.0,66.15
348,231,38,1,92.07,0.05,92.07
349,231,21,1,25.39,0.0,25.39
350,231,22,1,65.84,0.0,65.84
351,232,28,1,10.68,0.0,10.68
352,232,4,1,80.1,0.05,80.1
353,233,41,2,138.98,0.05,277.96
354,234,40,1,40.37,0.0,40.37
355,235,38,1,96.92,0.0,96.92
356,236,10,1,378.85,0.0,378.85
357,237,56,2,44.0,0.08,88.0
358,237,11,2,44.7,0.0,89.4
359,237,5,1,177.76,0.0,177.76
360,238,31,1,75.5,0.0,75.5
361,239,17,1,85.44,0.0,85.44
362,239,48,1,74.81,0.0,74.81
363,240,8,1,353.64,0.0,353.64
364,241,11,2,41.12,0.08,82.24
365,242,8,2,353.64,0.0,707.28
366,243,2,1,288.32,0.05,288.32
367,243,45,1,78.37,0.0,78.37
368,244,46,1,92.04,0.05,92.04
369,245,58,1,36.02,0.0,36.02
370,246,46,1,92.04,0.05,92.04
371,247,16,1,47.61,0.05,47.61
372,247,31,2,71.72,0.05,143.44
373,248,16,1,50.12,0.0,50.12
374,249,34,2,50.9,0.0,101.8
375,249,8,1,353.64,0.0,353.64
376,250,18,1,64.48,0.0,64.48
377,250,25,1,66.15,0.0,66.15
378,251,1,1,332.97,0.0,332.97
379,252,45,1,78.37,0.0,78.37
380,253,60,3,28.58,0.0,85.74
381,254,39,1,150.51,0.0,150.51
382,255,3,1,377.76,0.08,377.76
383,256,58,1,36.02,0.0,36.02
384,256,53,1,12.87,0.05,12.87
385,257,32,1,134.76,0.0,134.76
386,258,46,1,96.88,0.0,96.88
387,258,50,1,72.37,0.0,72.37
388,258,44,1,24.46,0.0,24.46
389,259,52,2,9.79,0.0,19.58
390,259,7,1,112.69,0.08,112.69
391,259,51,1,31.66,0.0,31.66
392,259,49,1,97.61,0.0,97.61
393,260,54,1,23.42,0.0,23.42
394,260,15,1,41.64,0.05,41.64
395,260,11,3,44.7,0.0,134.1
396,261,28,1,10.68,0.0,10.68
397,262,2,1,303.49,0.0,303.49
398,263,27,1,53.35,0.05,53.35
399,263,11,1,44.7,0.0,44.7
400,263,15,1,41.64,0.05,41.64
401,264,4,2,84.32,0.0,168.64
402,265,47,1,138.49,0.0,138.49
403,266,6,1,351.76,0.0,351.76
404,267,37,1,47.75,0.0,47.75
405,268,23,3,75.92,0.0,227.76
406,268,58,1,36.02,0.0,36.02
407,269,22,1,62.55,0.05,62.55
408,269,45,1,78.37,0.0,78.37
409,269,20,1,126.66,0.0,126.66
410,270,12,1,37.92,0.0,37.92
411,271,13,1,126.15,0.08,126.15
412,271,17,1,85.44,0.0,85.44
413,272,5,1,177.76,0.0,177.76
414,273,43,1,117.53,0.0,117.53
415,273,47,1,138.49,0.0,138.49
416,273,42,1,155.38,0.0,155.38
417,274,31,1,71.72,0.05,71.72
418,274,18,1,64.48,0.0,64.48
419,275,23,1,75.92,0.0,75.92
420,275,21,1,25.39,0.0,25.39
421,275,60,1,27.15,0.05,27.15
422,275,42,1,155.38,0.0,155.38
423,276,36,1,47.19,0.05,47.19
424,277,22,2,65.84,0.0,131.68
425,278,40,1,40.37,0.0,40.37
426,279,20,1,126.66,0.0,126.66
427,279,34,1,50.9,0.0,50.9
428,280,11,1,44.7,0.0,44.7
429,281,24,1,19.15,0.05,19.15
430,282,18,1,64.48,0.0,64.48
431,283,9,2,326.86,0.0,653.72
432,283,2,1,279.21,0.08,279.21
433,284,48,1,74.81,0.0,74.81
434,285,6,1,334.17,0.05,334.17
435,285,26,1,74.55,0.0,74.55
436,286,4,1,84.32,0.0,84.32
437,286,47,1,138.49,0.0,138.49
438,287,11,1,44.7,0.0,44.7
439,287,38,1,96.92,0.0,96.92
440,288,31,3,75.5,0.0,226.5
441,288,28,2,10.68,0.0,21.36
442,289,46,2,96.88,0.0,193.76
443,290,27,1,56.16,0.0,56.16
444,291,18,1,61.26,0.05,61.26
445,291,42,2,155.38,0.0,310.76
446,292,41,1,146.29,0.0,146.29
447,293,34,1,48.35,0.05,48.35
448,294,28,1,10.68,0.0,10.68
449,294,25,1,66.15,0.0,66.15
450,294,44,1,23.24,0.05,23.24
451,295,37,2,45.36,0.05,90.72
452,296,54,1,23.42,0.0,23.42
453,296,45,1,78.37,0.0,78.37
454,297,37,1,47.75,0.0,47.75
455,298,10,1,378.85,0.0,378.85
456,299,15,1,41.64,0.05,41.64
457,299,10,1,378.85,0.0,378.85
458,300,44,2,24.46,0.0,48.92
459,300,9,1,300.71,0.08,300.71
460,301,7,1,116.37,0.05,116.37
461,302,47,1,138.49,0.0,138.49
462,303,58,1,36.02,0.0,36.02
463,303,10,1,359.91,0.05,359.91
464,304,8,1,353.64,0.0,353.64
465,305,39,2,150.51,0.0,301.02
466,306,25,1,66.15,0.0,66.15
467,307,20,1,126.66,0.0,126.66
468,308,54,2,22.25,0.05,44.5
469,309,40,1,40.37,0.0,40.37
470,310,26,1,74.55,0.0,74.55
471,310,42,1,147.61,0.05,147.61
472,311,13,2,137.12,0.0,274.24
473,311,43,1,108.13,0.08,108.13
474,311,57,1,31.25,0.0,31.25
475,312,13,1,130.26,0.05,130.26
476,313,52,3,9.79,0.0,29.37
477,313,13,1,130.26,0.05,130.26
478,313,38,1,92.07,0.05,92.07
479,313,1,1,332.97,0.0,332.97
480,314,54,1,23.42,0.0,23.42
481,315,3,2,410.61,0.0,821.22
482,315,33,1,149.94,0.05,149.94
483,315,32,1,134.76,0.0,134.76
484,316,16,3,50.12,0.0,150.36
485,317,16,1,46.11,0.08,46.11
486,317,2,1,303.49,0.0,303.49
487,317,28,1,10.68,0.0,10.68
488,317,4,1,84.32,0.0,84.32
489,318,13,1,130.26,0.05,130.26
490,318,55,1,5.28,0.0,5.28
491,318,28,1,10.68,0.0,10.68
492,319,8,1,335.96,0.05,335.96
493,320,24,1,20.16,0.0,20.16
494,321,53,1,13.55,0.0,13.55
495,321,41,1,146.29,0.0,146.29
496,322,58,2,36.02,0.0,72.04
497,322,57,1,31.25,0.0,31.25
498,323,50,1,68.75,0.05,68.75
499,323,28,3,10.68,0.0,32.04
500,323,13,1,137.12,0.0,137.12
501,323,41,1,146.29,0.0,146.29
502,324,8,1,353.64,0.0,353.64
503,325,42,1,155.38,0.0,155.38
504,326,22,2,65.84,0.0,131.68
505,327,23,1,72.12,0.05,72.12
506,328,41,1,146.29,0.0,146.29
507,329,6,1,334.17,0.05,334.17
508,330,10,1,378.85,0.0,378.85
509,330,18,1,64.48,0.0,64.48
510,331,39,2,142.98,0.05,285.96
511,331,29,1,26.67,0.0,26.67
512,331,20,2,126.66,0.0,253.32
513,331,34,2,50.9,0.0,101.8
514,332,10,2,378.85,0.0,757.7
515,333,7,2,122.49,0.0,244.98
516,333,23,1,75.92,0.0,75.92
517,334,11,2,42.47,0.05,84.94
518,334,18,1,64.48,0.0,64.48
519,335,25,1,66.15,0.0,66.15
520,335,14,1,74.24,0.0,74.24
521,336,6,1,351.76,0.0,351.76
522,336,25,1,66.15,0.0,66.15
523,336,27,2,56.16,0.0,112.32
524,336,8,1,353.64,0.0,353.64
525,337,24,1,20.16,0.0,20.16
526,337,21,1,25.39,0.0,25.39
527,338,44,1,23.24,0.05,23.24
528,339,59,1,18.95,0.0,18.95
529,340,19,1,147.2,0.0,147.2
530,341,25,1,66.15,0.0,66.15
531,342,24,2,20.16,0.0,40.32
532,342,4,1,84.32,0.0,84.32
533,342,47,1,131.57,0.05,131.57
534,343,21,1,25.39,0.0,25.39
535,343,18,3,64.48,0.0,193.44
536,344,19,1,147.2,0.0,147.2
537,345,28,1,10.15,0.05,10.15
538,345,24,2,20.16,0.0,40.32
539,346,36,1,47.19,0.05,47.19
540,347,39,1,150.51,0.0,150.51
541,348,57,1,29.69,0.05,29.69
542,349,27,1,56.16,0.0,56.16
543,350,38,1,96.92,0.0,96.92
544,350,56,1,45.44,0.05,45.44
545,350,27,1,53.35,0.05,53.35
546,350,2,1,303.49,0.0,303.49
547,351,3,1,377.76,0.08,377.76
548,352,42,1,155.38,0.0,155.38
549,352,18,1,59.32,0.08,59.32
550,352,34,3,50.9,0.0,152.7
551,352,4,1,84.32,0.0,84.32
552,353,11,1,44.7,0.0,44.7
553,354,29,1,26.67,0.0,26.67
554,355,32,1,134.76,0.0,134.76
555,355,23,1,75.92,0.0,75.92
556,356,3,1,410.61,0.0,410.61
557,357,14,1,74.24,0.0,74.24
558,358,11,1,44.7,0.0,44.7
559,359,41,1,146.29,0.0,146.29
560,360,60,1,28.58,0.0,28.58
561,360,19,1,139.84,0.05,139.84
562,361,14,1,70.53,0.05,70.53
563,361,34,1,50.9,0.0,50.9
564,362,54,1,21.55,0.08,21.55
565,363,37,2,47.75,0.0,95.5
566,363,41,1,146.29,0.0,146.29
567,364,34,1,48.35,0.05,48.35
568,365,34,1,50.9,0.0,50.9
569,365,58,1,36.02,0.0,36.02
570,365,6,1,351.76,0.0,351.76
571,366,32,1,134.76,0.0,134.76
572,367,32,1,134.76,0.0,134.76
573,368,2,2,303.49,0.0,606.98
574,369,14,1,74.24,0.0,74.24
575,369,45,1,78.37,0.0,78.37
576,369,16,1,50.12,0.0,50.12
577,369,36,2,49.67,0.0,99.34
578,370,21,1,24.12,0.05,24.12
579,370,50,2,72.37,0.0,144.74
580,371,3,1,410.61,0.0,410.61
581,371,1,3,332.97,0.0,998.91
582,372,20,3,126.66,0.0,379.98
583,372,2,1,303.49,0.0,303.49
584,372,31,1,75.5,0.0,75.5
585,372,60,1,28.58,0.0,28.58
586,373,6,1,351.76,0.0,351.76
587,374,55,1,5.28,0.0,5.28
588,374,38,3,89.17,0.08,267.51
589,374,10,1,378.85,0.0,378.85
590,375,19,1,147.2,0.0,147.2
591,376,33,1,157.83,0.0,157.83
592,377,47,1,127.41,0.08,127.41
593,378,11,1,42.47,0.05,42.47
594,378,16,1,50.12,0.0,50.12
595,379,49,1,97.61,0.0,97.61
596,379,46,1,92.04,0.05,92.04
597,380,49,1,97.61,0.0,97.61
598,381,1,1,332.97,0.0,332.97
599,382,3,1,410.61,0.0,410.61
600,383,40,1,38.35,0.05,38.35
601,384,12,1,37.92,0.0,37.92
602,384,38,2,92.07,0.05,184.14
603,385,49,1,97.61,0.0,97.61
604,386,16,1,50.12,0.0,50.12
605,387,42,1,155.38,0.0,155.38
606,388,45,1,78.37,0.0,78.37
607,389,47,1,131.57,0.05,131.57
608,390,33,1,157.83,0.0,157.83
609,391,30,1,28.35,0.0,28.35
610,392,58,2,36.02,0.0,72.04
611,393,4,1,84.32,0.0,84.32
612,394,29,1,26.67,0.0,26.67
613,394,14,2,68.3,0.08,136.6
614,395,20,1,116.53,0.08,116.53
615,395,18,1,64.48,0.0,64.48
616,396,36,1,47.19,0.05,47.19
617,397,41,1,146.29,0.0,146.29
618,398,29,1,26.67,0.0,26.67
619,399,60,1,28.58,0.0,28.58
620,400,46,1,96.88,0.0,96.88
621,400,19,2,147.2,0.0,294.4
622,401,60,2,28.58,0.0,57.16
623,402,28,2,10.68,0.0,21.36
624,403,42,2,155.38,0.0,310.76
625,403,3,1,410.61,0.0,410.61
626,403,52,1,9.79,0.0,9.79
627,404,50,2,72.37,0.0,144.74
628,405,38,1,92.07,0.05,92.07
629,406,54,1,23.42,0.0,23.42
630,406,46,1,96.88,0.0,96.88
631,406,6,2,351.76,0.0,703.52
632,407,53,1,13.55,0.0,13.55
633,408,29,1,26.67,0.0,26.67
634,409,14,1,74.24,0.0,74.24
635,410,58,1,36.02,0.0,36.02
636,410,25,1,60.86,0.08,60.86
637,410,17,1,85.44,0.0,85.44
638,411,11,2,44.7,0.0,89.4
639,412,37,2,47.75,0.0,95.5
640,412,27,1,53.35,0.05,53.35
641,412,7,1,122.49,0.0,122.49
642,413,7,1,122.49,0.0,122.49
643,414,20,1,126.66,0.0,126.66
644,415,53,1,13.55,0.0,13.55
645,415,48,1,71.07,0.05,71.07
646,416,49,1,92.73,0.05,92.73
647,417,23,1,69.85,0.08,69.85
648,417,18,1,64.48,0.0,64.48
649,417,19,2,147.2,0.0,294.4
650,418,13,1,137.12,0.0,137.12
651,419,17,3,81.17,0.05,243.51
652,420,28,1,10.68,0.0,10.68
653,421,45,1,78.37,0.0,78.37
654,422,10,1,378.85,0.0,378.85
655,422,51,1,31.66,0.0,31.66
656,423,60,1,28.58,0.0,28.58
657,424,5,1,177.76,0.0,177.76
658,425,8,1,353.64,0.0,353.64
659,425,3,1,410.61,0.0,410.61
660,426,22,1,60.57,0.08,60.57
661,427,38,1,96.92,0.0,96.92
662,428,1,2,332.97,0.0,665.94
663,428,11,1,42.47,0.05,42.47
664,428,9,1,326.86,0.0,326.86
665,429,23,2,75.92,0.0,151.84
666,430,15,1,43.83,0.0,43.83
667,430,46,1,96.88,0.0,96.88
668,431,53,1,13.55,0.0,13.55
669,432,27,1,56.16,0.0,56.16
670,433,49,1,97.61,0.0,97.61
671,433,36,1,49.67,0.0,49.67
672,433,33,1,149.94,0.05,149.94
673,433,34,1,50.9,0.0,50.9
674,434,25,1,66.15,0.0,66.15
675,435,9,1,326.86,0.0,326.86
676,436,58,1,34.22,0.05,34.22
677,437,38,3,96.92,0.0,290.76
678,438,6,1,334.17,0.05,334.17
679,439,54,1,22.25,0.05,22.25
680,439,15,2,41.64,0.05,83.28
681,440,2,3,303.49,0.0,910.47
682,440,36,2,49.67,0.0,99.34
683,440,53,1,13.55,0.0,13.55
684,441,19,1,139.84,0.05,139.84
685,442,20,1,116.53,0.08,116.53
686,443,48,2,74.81,0.0,149.62
687,443,47,1,138.49,0.0,138.49
688,443,35,1,31.61,0.08,31.61
689,444,53,3,12.87,0.05,38.61
690,445,43,1,117.53,0.0,117.53
691,445,39,2,150.51,0.0,301.02
692,446,17,1,85.44,0.0,85.44
693,446,43,1,117.53,0.0,117.53
694,447,28,2,10.68,0.0,21.36
695,447,41,1,146.29,0.0,146.29
696,448,20,1,120.33,0.05,120.33
